FENCE_ID,FENCE_LOC
枋湖西路(枋湖路至枋湖北二路)_L_2,"[118.1365259991,24.5166196788],[118.1365170282,24.516672176],[118.1365326244,24.5166744069],[118.1365415953,24.5166219097],[118.1365259991,24.5166196788]"
枋湖西路(枋湖路至枋湖北二路)_L_3,"[118.1362383854,24.5178128811],[118.1362320429,24.5178478503],[118.1362515089,24.5178508056],[118.1362578514,24.5178158364],[118.1362383854,24.5178128811]"
枋湖西路(枋湖路至枋湖北二路)_L_4,"[118.1360186853,24.5180840079],[118.136075314,24.5181162553],[118.1360883477,24.5180970968],[118.136031719,24.5180648493],[118.1360186853,24.5180840079]"
枋湖西路(枋湖路至枋湖北二路)_L_5,"[118.1360784665,24.5186767634],[118.1360700147,24.5187205672],[118.1360896904,24.5187237449],[118.1360981422,24.5186799411],[118.1360784665,24.5186767634]"
枋湖西路(枋湖路至枋湖北二路)_L_6,"[118.1357838772,24.5191548686],[118.1358484281,24.5191356922],[118.1358435529,24.5191219557],[118.135779002,24.5191411321],[118.1357838772,24.5191548686]"
枋湖西路(枋湖路至枋湖北二路)_L_7,"[118.1359312228,24.5192716872],[118.1359491813,24.5192059608],[118.1359338666,24.5192024583],[118.1359159081,24.5192681847],[118.1359312228,24.5192716872]"
枋湖西路(枋湖路至枋湖北二路)_R_1,"[118.1364132583,24.5180308037],[118.1364243838,24.5179875932],[118.1364090186,24.5179842817],[118.1363978931,24.5180274922],[118.1364132583,24.5180308037]"
枋湖路0_L_1,"[118.137218247,24.5162861627],[118.137174747,24.5162806952],[118.137172756,24.5162962184],[118.137216138,24.516301768],[118.137218247,24.5162861627]"
枋湖路0_L_10,"[118.144319741,24.5172171097],[118.144233106,24.5171998122],[118.144228559,24.5172173859],[118.144315194,24.5172346834],[118.144319741,24.5172171097]"
枋湖路0_L_11,"[118.144780726,24.5173093792],[118.144737656,24.5173002999],[118.144733322,24.5173174568],[118.144775958,24.5173265664],[118.144780726,24.5173093792]"
枋湖路0_L_12,"[118.145503218,24.5174547441],[118.145454948,24.5174456685],[118.145450716,24.5174631405],[118.145498737,24.5174730576],[118.145503218,24.5174547441]"
枋湖路0_L_13,"[118.14556566,24.5174676028],[118.145517655,24.5174582002],[118.145513375,24.5174759524],[118.145561263,24.5174853108],[118.14556566,24.5174676028]"
枋湖路0_L_14,"[118.146143328,24.5175850968],[118.14610025,24.5175761896],[118.146095831,24.5175937443],[118.146139273,24.5176024592],[118.146143328,24.5175850968]"
枋湖路0_L_15,"[118.146341877,24.5176249677],[118.146293606,24.5176148777],[118.146289228,24.5176324087],[118.146337359,24.5176424691],[118.146341877,24.5176249677]"
枋湖路0_L_16,"[118.146410638,24.5176393758],[118.146363008,24.517629095],[118.146358469,24.5176463617],[118.146406239,24.5176569033],[118.146410638,24.5176393758]"
枋湖路0_L_17,"[118.147779037,24.5179138338],[118.14773586,24.517904982],[118.147731788,24.5179226063],[118.147774826,24.5179314231],[118.147779037,24.5179138338]"
枋湖路0_L_18,"[118.148586753,24.5180832601],[118.148538837,24.5180729461],[118.148533953,24.5180903148],[118.148582108,24.5181008076],[118.148586753,24.5180832601]"
枋湖路0_L_19,"[118.148768555,24.5181226504],[118.148720558,24.5181121385],[118.148716003,24.5181295481],[118.148763968,24.5181400531],[118.148768555,24.5181226504]"
枋湖路0_L_2,"[118.137707205,24.5163444736],[118.137663243,24.5163392445],[118.137660228,24.5163572578],[118.137704337,24.5163623775],[118.137707205,24.5163444736]"
枋湖路0_L_20,"[118.148991391,24.5181705564],[118.148943541,24.5181599712],[118.148938861,24.5181776796],[118.148986717,24.5181882666],[118.148991391,24.5181705564]"
枋湖路0_L_21,"[118.149180791,24.5182111792],[118.149132776,24.5182008119],[118.149128101,24.5182183687],[118.149176166,24.5182287536],[118.149180791,24.5182111792]"
枋湖路0_L_22,"[118.149369806,24.5182516603],[118.149321674,24.5182414745],[118.149317442,24.5182588925],[118.149365614,24.5182691231],[118.149369806,24.5182516603]"
枋湖路0_L_23,"[118.149469027,24.5182726953],[118.149420874,24.5182623923],[118.149416427,24.5182800647],[118.149464471,24.518290224],[118.149469027,24.5182726953]"
枋湖路0_L_24,"[118.149618651,24.5183042164],[118.149570498,24.5182937943],[118.149566001,24.5183113768],[118.149614106,24.5183217884],[118.149618651,24.5183042164]"
枋湖路0_L_25,"[118.149964469,24.5183765745],[118.149916192,24.518366724],[118.149911981,24.5183842592],[118.149959943,24.5183941211],[118.149964469,24.5183765745]"
枋湖路0_L_26,"[118.150159459,24.5184175777],[118.150111377,24.5184075543],[118.150106891,24.5184252541],[118.150155197,24.518435023],[118.150159459,24.5184175777]"
枋湖路0_L_27,"[118.150300412,24.5184469328],[118.150252262,24.5184370092],[118.150247973,24.5184546624],[118.150296083,24.5184645862],[118.150300412,24.5184469328]"
枋湖路0_L_28,"[118.151520127,24.5187038674],[118.15147191,24.5186941343],[118.15146768,24.518711778],[118.151515897,24.5187214118],[118.151520127,24.5187038674]"
枋湖路0_L_29,"[118.151639368,24.5187292255],[118.151591213,24.5187187518],[118.151586716,24.5187362892],[118.151634723,24.518746755],[118.151639368,24.5187292255]"
枋湖路0_L_3,"[118.138115152,24.5163931665],[118.138071222,24.5163882261],[118.138068952,24.5164034445],[118.138112875,24.5164086648],[118.138115152,24.5163931665]"
枋湖路0_L_30,"[118.152248329,24.5188570004],[118.152200052,24.5188473311],[118.152195813,24.5188649388],[118.152244,24.5188745906],[118.152248329,24.5188570004]"
枋湖路0_L_31,"[118.152335661,24.5188747753],[118.152287509,24.5188646628],[118.152283101,24.5188821364],[118.152331174,24.5188923397],[118.152335661,24.5188747753]"
枋湖路0_L_4,"[118.138307156,24.5164155943],[118.138263097,24.5164105918],[118.138260745,24.5164287897],[118.138304895,24.5164340533],[118.138307156,24.5164155943]"
枋湖路0_L_5,"[118.138896868,24.5164858692],[118.138852857,24.5164806408],[118.138850481,24.5164983605],[118.138894364,24.5165035989],[118.138896868,24.5164858692]"
枋湖路0_L_6,"[118.139850214,24.5166018607],[118.13978388,24.5165939938],[118.139781888,24.5166093636],[118.139848308,24.5166170222],[118.139850214,24.5166018607]"
枋湖路0_L_7,"[118.139935687,24.5166096371],[118.139891784,24.5166043992],[118.139888994,24.5166222032],[118.139932639,24.5166272806],[118.139935687,24.5166096371]"
枋湖路0_L_8,"[118.142572503,24.5169649959],[118.142522198,24.5169588504],[118.142520005,24.5169771464],[118.142569815,24.5169830429],[118.142572503,24.5169649959]"
枋湖路0_L_9,"[118.142631225,24.5169723324],[118.142581534,24.516966435],[118.142578613,24.5169839061],[118.14262887,24.5169901513],[118.142631225,24.5169723324]"
枋湖路0_R_1,"[118.137134565,24.5160728651],[118.13708578,24.5160666611],[118.137083297,24.5160846614],[118.137131884,24.5160907134],[118.137134565,24.5160728651]"
枋湖路0_R_10,"[118.142846823,24.516755183],[118.142798475,24.5167498117],[118.142796095,24.5167677354],[118.142844627,24.516773127],[118.142846823,24.516755183]"
枋湖路0_R_11,"[118.142905594,24.51676251],[118.142857,24.5167567398],[118.142854455,24.5167743254],[118.142903395,24.5167800388],[118.142905594,24.51676251]"
枋湖路0_R_12,"[118.145152889,24.5171769925],[118.145109307,24.5171682116],[118.145105087,24.5171857413],[118.145148569,24.5171945013],[118.145152889,24.5171769925]"
枋湖路0_R_13,"[118.14549801,24.5172482308],[118.145454879,24.5172389898],[118.145450488,24.5172563096],[118.145493579,24.5172655419],[118.14549801,24.5172482308]"
枋湖路0_R_14,"[118.145760704,24.5173006233],[118.145717467,24.5172917171],[118.145713192,24.5173090911],[118.145756718,24.5173180573],[118.145760704,24.5173006233]"
枋湖路0_R_15,"[118.146151743,24.5173783447],[118.146108784,24.5173696171],[118.146104468,24.5173874021],[118.146147227,24.5173960897],[118.146151743,24.5173783447]"
枋湖路0_R_16,"[118.146485225,24.5174455799],[118.146437306,24.5174360596],[118.146432819,24.5174535878],[118.146481051,24.5174631698],[118.146485225,24.5174455799]"
枋湖路0_R_17,"[118.147019514,24.517553597],[118.146976122,24.5175449722],[118.146972031,24.5175627501],[118.147015299,24.5175713497],[118.147019514,24.517553597]"
枋湖路0_R_18,"[118.147392672,24.5176286077],[118.147305985,24.5176112041],[118.147301669,24.5176291191],[118.147388355,24.5176465227],[118.147392672,24.5176286077]"
枋湖路0_R_19,"[118.147810319,24.5177135696],[118.147762218,24.5177035004],[118.147758095,24.5177210078],[118.147806126,24.5177309421],[118.147810319,24.5177135696]"
枋湖路0_R_2,"[118.137218832,24.5160822481],[118.137169852,24.5160767696],[118.137167226,24.5160951681],[118.13721637,24.5161006652],[118.137218832,24.5160822481]"
枋湖路0_R_20,"[118.14794791,24.5177411471],[118.14789939,24.5177317221],[118.147894828,24.5177486912],[118.147943283,24.517758559],[118.14794791,24.5177411471]"
枋湖路0_R_21,"[118.148535815,24.517863275],[118.148487741,24.5178529622],[118.148482907,24.5178703576],[118.148531169,24.5178807232],[118.148535815,24.517863275]"
枋湖路0_R_22,"[118.148858867,24.5179322001],[118.148810803,24.5179219054],[118.148806405,24.5179395412],[118.148854399,24.5179497463],[118.148858867,24.5179322001]"
枋湖路0_R_23,"[118.149213078,24.5180077206],[118.149165013,24.5179973447],[118.149160516,24.5180149001],[118.149208434,24.5180253854],[118.149213078,24.5180077206]"
枋湖路0_R_24,"[118.14948696,24.5180662227],[118.149443673,24.5180572818],[118.149438851,24.518075959],[118.149482337,24.5180851872],[118.14948696,24.5180662227]"
枋湖路0_R_25,"[118.149944733,24.5181627252],[118.149896576,24.5181530723],[118.149892188,24.518170645],[118.149940395,24.5181803967],[118.149944733,24.5181627252]"
枋湖路0_R_26,"[118.150018062,24.5181791368],[118.149970209,24.5181682179],[118.149965217,24.5181856507],[118.150013199,24.5181966499],[118.150018062,24.5181791368]"
枋湖路0_R_27,"[118.150508419,24.5182814372],[118.150460455,24.5182713949],[118.150456016,24.5182888145],[118.150503961,24.5182990375],[118.150508419,24.5182814372]"
枋湖路0_R_28,"[118.150714075,24.5183247324],[118.150670757,24.5183156026],[118.15066631,24.518333248],[118.150709548,24.5183422881],[118.150714075,24.5183247324]"
枋湖路0_R_29,"[118.150827914,24.5183485617],[118.15077976,24.5183382592],[118.150775363,24.5183558681],[118.150823556,24.5183662244],[118.150827914,24.5183485617]"
枋湖路0_R_3,"[118.13743575,24.516108666],[118.137386785,24.5161031884],[118.13738439,24.5161211086],[118.137433355,24.5161265853],[118.13743575,24.516108666]"
枋湖路0_R_30,"[118.150900938,24.5183639552],[118.150852981,24.5183535881],[118.150848366,24.5183711895],[118.150896302,24.5183814124],[118.150900938,24.5183639552]"
枋湖路0_R_31,"[118.151099249,24.5184045979],[118.151050956,24.5183952173],[118.151046763,24.518412644],[118.151095136,24.5184221504],[118.151099249,24.5184045979]"
枋湖路0_R_32,"[118.151164805,24.5184190733],[118.151116868,24.5184087422],[118.151112048,24.5184265077],[118.151160259,24.5184366201],[118.151164805,24.5184190733]"
枋湖路0_R_33,"[118.151226922,24.5184317696],[118.151178852,24.5184219811],[118.151174562,24.518439535],[118.151222294,24.5184491094],[118.151226922,24.5184317696]"
枋湖路0_R_34,"[118.151419777,24.5184724625],[118.15137646,24.5184634683],[118.151372092,24.5184810047],[118.151415241,24.5184900363],[118.151419777,24.5184724625]"
枋湖路0_R_35,"[118.151600413,24.5185103959],[118.151552342,24.5185004541],[118.151548042,24.518517999],[118.151596015,24.5185279596],[118.151600413,24.5185103959]"
枋湖路0_R_36,"[118.152172596,24.5186301471],[118.152124434,24.5186199985],[118.152119937,24.518637545],[118.152167924,24.5186479566],[118.152172596,24.5186301471]"
枋湖路0_R_37,"[118.152237438,24.5186441129],[118.152189433,24.518633873],[118.152184857,24.5186514561],[118.152233048,24.518661478],[118.152237438,24.5186441129]"
枋湖路0_R_38,"[118.152392905,24.5186767402],[118.152349774,24.5186675553],[118.152345177,24.5186849762],[118.1523883,24.5186942695],[118.152392905,24.5186767402]"
枋湖路0_R_39,"[118.152491148,24.5186974919],[118.152448053,24.5186879637],[118.152443251,24.5187055847],[118.152486403,24.5187149409],[118.152491148,24.5186974919]"
枋湖路0_R_4,"[118.137566007,24.5161242124],[118.137517042,24.5161187348],[118.137514647,24.5161366549],[118.137563612,24.5161421316],[118.137566007,24.5161242124]"
枋湖路0_R_5,"[118.137836851,24.5161556637],[118.137793067,24.516150612],[118.137790599,24.5161685156],[118.137834954,24.5161736334],[118.137836851,24.5161556637]"
枋湖路0_R_6,"[118.141123232,24.5165488469],[118.141074421,24.5165430958],[118.141071896,24.5165606632],[118.141120443,24.5165666149],[118.141123232,24.5165488469]"
枋湖路0_R_7,"[118.141181642,24.5165555545],[118.14113302,24.5165500096],[118.141130608,24.5165680004],[118.14117945,24.5165739408],[118.141181642,24.5165555545]"
枋湖路0_R_8,"[118.141239652,24.5165626713],[118.14119087,24.5165569019],[118.141188221,24.5165749938],[118.141236935,24.5165808178],[118.141239652,24.5165626713]"
枋湖路0_R_9,"[118.14160011,24.5166054311],[118.141551206,24.5166003489],[118.141548717,24.5166175007],[118.141597428,24.5166230629],[118.14160011,24.5166054311]"
枋湖路_L_12,"[118.1445336928,24.5172718072],[118.1446012747,24.517280865],[118.1446035627,24.517266575],[118.1445359809,24.5172575172],[118.1445336928,24.5172718072]"
枋湖路_L_13,"[118.144026216,24.5171728324],[118.1440891727,24.5171840006],[118.1440921775,24.5171698222],[118.1440292208,24.5171586539],[118.144026216,24.5171728324]"
枋湖路_L_14,"[118.1428788227,24.5170195323],[118.1429404541,24.5170281233],[118.1429434261,24.5170102761],[118.1428817947,24.5170016851],[118.1428788227,24.5170195323]"
枋湖路_L_17,"[118.140071244,24.516693009],[118.140148579,24.5166961779],[118.1401493294,24.5166808481],[118.1400719944,24.5166776792],[118.140071244,24.516693009]"
枋湖路_L_18,"[118.1384186361,24.5164425447],[118.1385065961,24.5164536528],[118.1385088894,24.5164384517],[118.1384209294,24.5164273437],[118.1384186361,24.5164425447]"
枋湖路_L_19,"[118.137103389,24.5162892559],[118.1371421105,24.5162923795],[118.1371435836,24.5162770936],[118.1371048621,24.51627397],[118.137103389,24.5162892559]"
枋湖路_L_1_A,"[118.1499009018,24.5183877815],[118.1499723648,24.5184023494],[118.1499761197,24.518386931],[118.1499046567,24.5183723631],[118.1499009018,24.5183877815]"
枋湖路_L_1_B,"[118.1595331925,24.5217487602],[118.1595975345,24.5217829187],[118.1596054576,24.5217704271],[118.1595411156,24.5217362686],[118.1595331925,24.5217487602]"
枋湖路_L_2,"[118.1495435886,24.5183087426],[118.1496160664,24.5183202534],[118.149618935,24.5183051344],[118.1495464572,24.5182936236],[118.1495435886,24.5183087426]"
枋湖路_L_B27001,"[118.152581,24.518937],[118.152631,24.518971],[118.15264,24.51896],[118.15259,24.518925],[118.152581,24.518937]"
枋湖路_L_B27002,"[118.152047,24.518834],[118.152162,24.518857],[118.152167,24.518839],[118.152051,24.518815],[118.152047,24.518834]"
枋湖路_L_B27003,"[118.151793,24.518775],[118.15187,24.51879],[118.151873,24.518777],[118.151797,24.518761],[118.151793,24.518775]"
枋湖路_L_B27004,"[118.148835,24.518155],[118.148912,24.518171],[118.148917,24.518153],[118.148839,24.518137],[118.148835,24.518155]"
枋湖路_L_A18001,"[118.145126,24.517392],[118.145178,24.517403],[118.145181,24.517389],[118.145129,24.517378],[118.145126,24.517392]"
枋湖路_L_A18002,"[118.145366,24.517441],[118.145443,24.517457],[118.145447,24.517443],[118.14537,24.517427],[118.145366,24.517441]"
枋湖路_L_A18003,"[118.145746,24.517518],[118.145832,24.517535],[118.145835,24.517522],[118.145749,24.517504],[118.145746,24.517518]"
枋湖路_L_A18004,"[118.146083,24.517586],[118.146161,24.517602],[118.146165,24.517588],[118.146086,24.517572],[118.146083,24.517586]"
枋湖路_L_A18005,"[118.147086,24.517789],[118.147164,24.517805],[118.147167,24.517791],[118.147089,24.517775],[118.147086,24.517789]"
枋湖路_L_A18006,"[118.147777,24.517929],[118.147819,24.517937],[118.147822,24.517924],[118.14778,24.517915],[118.147777,24.517929]"
枋湖路_L_A19001,"[118.143065,24.517043],[118.143122,24.51705],[118.143124,24.517035],[118.143067,24.517028],[118.143065,24.517043]"
枋湖路_L_A19002,"[118.143006,24.517035],[118.143063,24.517043],[118.143066,24.517028],[118.143008,24.51702],[118.143006,24.517035]"
枋湖路_L_A19003,"[118.142948,24.517028],[118.143005,24.517035],[118.143007,24.51702],[118.14295,24.517012],[118.142948,24.517028]"
枋湖路_L_A19004,"[118.142348,24.516958],[118.142408,24.516965],[118.14241,24.51695],[118.14235,24.516942],[118.142348,24.516958]"
枋湖路_L_A19005,"[118.142291,24.51695],[118.142347,24.516957],[118.142349,24.516943],[118.142293,24.516936],[118.142291,24.51695]"
枋湖路_L_A19006,"[118.142232,24.516943],[118.14229,24.51695],[118.142293,24.516935],[118.142234,24.516928],[118.142232,24.516943]"
枋湖路_L_A19007,"[118.142058,24.516922],[118.142121,24.516931],[118.142123,24.516915],[118.14206,24.516907],[118.142058,24.516922]"
枋湖路_L_A19008,"[118.141999,24.516915],[118.142057,24.516922],[118.142059,24.516907],[118.142001,24.5169],[118.141999,24.516915]"
枋湖路_L_A19009,"[118.141643,24.516873],[118.141698,24.516879],[118.1417,24.516865],[118.141645,24.516858],[118.141643,24.516873]"
枋湖路_L_A19010,"[118.141594,24.516867],[118.141642,24.516873],[118.141644,24.516858],[118.141597,24.516852],[118.141594,24.516867]"
枋湖路_L_A19011,"[118.141456,24.516849],[118.14151,24.516856],[118.141513,24.516842],[118.141458,24.516835],[118.141456,24.516849]"
枋湖路_L_A19012,"[118.141392,24.516841],[118.141455,24.516849],[118.141457,24.516835],[118.141394,24.516826],[118.141392,24.516841]"
枋湖路_L_A19013,"[118.140794,24.516772],[118.140859,24.516779],[118.140861,24.516764],[118.140796,24.516757],[118.140794,24.516772]"
枋湖路_L_A19014,"[118.140737,24.516765],[118.140793,24.516772],[118.140795,24.516755],[118.140739,24.516748],[118.140737,24.516765]"
枋湖路_L_A19015,"[118.140674,24.516757],[118.140736,24.516764],[118.140738,24.516749],[118.140676,24.516742],[118.140674,24.516757]"
枋湖路_L_A19016,"[118.140268,24.516707],[118.140259,24.516719],[118.140309,24.516773],[118.140322,24.516766],[118.140268,24.516707]"
枋湖路_L_A19017,"[118.140268,24.516707],[118.140218,24.51669],[118.140214,24.516705],[118.140259,24.516719],[118.140268,24.516707]"
枋湖路_L_A19018,"[118.140156,24.516697],[118.140214,24.516705],[118.140217,24.51669],[118.140159,24.516682],[118.140156,24.516697]"
枋湖路_L_A19019,"[118.139584,24.516584],[118.139664,24.516594],[118.139666,24.516579],[118.139586,24.51657],[118.139584,24.516584]"
枋湖路_L_A19020,"[118.139503,24.516574],[118.139567,24.516582],[118.13957,24.516568],[118.139505,24.51656],[118.139503,24.516574]"
枋湖路_L_A19021,"[118.138787,24.51649],[118.138845,24.516497],[118.138848,24.51648],[118.138789,24.516473],[118.138787,24.51649]"
枋湖路_L_A19022,"[118.138516,24.516455],[118.138579,24.516462],[118.138581,24.516447],[118.138518,24.51644],[118.138516,24.516455]"
枋湖路_L_3,"[118.1495599563,24.5183597934],[118.1495959192,24.5183666897],[118.1496006029,24.5183462449],[118.14956464,24.5183393486],[118.1495599563,24.5183597934]"
枋湖路_L_4,"[118.1483445091,24.5180981266],[118.1483993869,24.5181128311],[118.1484042397,24.5180976714],[118.1483493619,24.5180829669],[118.1483445091,24.5180981266]"
枋湖路_L_5,"[118.1478306239,24.5179413344],[118.1478863697,24.5179501147],[118.1478890479,24.5179358816],[118.1478333021,24.5179271013],[118.1478306239,24.5179413344]"
枋湖路_L_7,"[118.146832682,24.5177411436],[118.1468924687,24.5177529767],[118.1468958064,24.5177388607],[118.1468360197,24.5177270277],[118.146832682,24.5177411436]"
枋湖路_R_1,"[118.1347408052,24.5156681895],[118.1346977813,24.5157037962],[118.1347090325,24.5157151764],[118.1347520564,24.5156795697],[118.1347408052,24.5156681895]"
枋湖路_R_17,"[118.1524457431,24.5186908543],[118.1523933718,24.5186808491],[118.1523898426,24.5186963121],[118.1524422139,24.5187063172],[118.1524457431,24.5186908543]"
枋湖路_R_18,"[118.1372811919,24.5161276226],[118.1372174462,24.5161200475],[118.1372142693,24.516142426],[118.137278015,24.5161500011],[118.1372811919,24.5161276226]"
枋湖路_R_19,"[118.1377142669,24.5161854575],[118.1376681626,24.5161799789],[118.1376658753,24.5161960914],[118.1377119796,24.51620157],[118.1377142669,24.5161854575]"
枋湖路_R_2,"[118.1350244653,24.5157715853],[118.1349738764,24.5157641314],[118.1349712097,24.5157792814],[118.1350217986,24.5157867353],[118.1350244653,24.5157715853]"
枋湖路_R_20,"[118.1385031794,24.5162796652],[118.1384261483,24.5162691002],[118.1384238081,24.5162833831],[118.1385008392,24.5162939481],[118.1385031794,24.5162796652]"
枋湖路_R_A18001,"[118.150715,24.518329],[118.150648,24.518315],[118.150644,24.518329],[118.150711,24.518343],[118.150715,24.518329]"
枋湖路_R_A18002,"[118.150414,24.518267],[118.150345,24.518252],[118.150341,24.518266],[118.15041,24.518281],[118.150414,24.518267]"
枋湖路_R_A18003,"[118.149963,24.518172],[118.14988,24.518155],[118.149877,24.518168],[118.14996,24.518185],[118.149963,24.518172]"
枋湖路_R_A18004,"[118.149496,24.518069],[118.149428,24.518059],[118.149425,24.518073],[118.149493,24.518083],[118.149496,24.518069]"
枋湖路_R_A18005,"[118.148493,24.51786],[118.148412,24.517842],[118.148409,24.517855],[118.14849,24.517873],[118.148493,24.51786]"
枋湖路_R_A18006,"[118.147961,24.517749],[118.147895,24.517735],[118.147891,24.517749],[118.147957,24.517763],[118.147961,24.517749]"
枋湖路_R_A18007,"[118.147798,24.517716],[118.147727,24.517702],[118.147724,24.517716],[118.147795,24.51773],[118.147798,24.517716]"
枋湖路_R_A18008,"[118.147549,24.517666],[118.147469,24.51765],[118.147466,24.517663],[118.147546,24.517679],[118.147549,24.517666]"
枋湖路_R_A18009,"[118.146147,24.517382],[118.146083,24.51737],[118.146079,24.517383],[118.146143,24.517396],[118.146147,24.517382]"
枋湖路_R_A18010,"[118.145187,24.517188],[118.145121,24.517173],[118.145117,24.517187],[118.145183,24.517202],[118.145187,24.517188]"
枋湖路_R_A18011,"[118.144436,24.517036],[118.144393,24.517028],[118.144389,24.517041],[118.144432,24.51705],[118.144436,24.517036]"
枋湖路_R_A18012,"[118.144163,24.516981],[118.144084,24.516966],[118.144081,24.516979],[118.14416,24.516995],[118.144163,24.516981]"
枋湖路_R_A18013,"[118.143989,24.516904],[118.143943,24.516883],[118.143936,24.516896],[118.143982,24.516917],[118.143989,24.516904]"
枋湖路_R_A19001,"[118.137474,24.516112],[118.137391,24.516102],[118.137389,24.516117],[118.137472,24.516127],[118.137474,24.516112]"
枋湖路_R_A19002,"[118.137539,24.516119],[118.137475,24.516112],[118.137473,24.516127],[118.137537,24.516135],[118.137539,24.516119]"
枋湖路_R_A19003,"[118.137613,24.516128],[118.13754,24.516119],[118.137538,24.516135],[118.137611,24.516143],[118.137613,24.516128]"
枋湖路_R_A19004,"[118.137669,24.516135],[118.137613,24.516128],[118.137611,24.516143],[118.137667,24.51615],[118.137669,24.516135]"
枋湖路_R_A19005,"[118.137793,24.516152],[118.137755,24.516146],[118.137752,24.516162],[118.13779,24.516167],[118.137793,24.516152]"
枋湖路_R_A19006,"[118.137886,24.516161],[118.137838,24.516156],[118.137836,24.516169],[118.137884,24.516175],[118.137886,24.516161]"
枋湖路_R_A19007,"[118.137955,24.516169],[118.137887,24.516161],[118.137885,24.516175],[118.137953,24.516182],[118.137955,24.516169]"
枋湖路_R_A19008,"[118.138598,24.516291],[118.13852,24.516282],[118.138518,24.516297],[118.138595,24.516306],[118.138598,24.516291]"
枋湖路_R_A19009,"[118.1387,24.516303],[118.138631,24.516295],[118.138629,24.51631],[118.138698,24.516318],[118.1387,24.516303]"
枋湖路_R_A19010,"[118.139357,24.516381],[118.139316,24.516376],[118.139314,24.516391],[118.139355,24.516396],[118.139357,24.516381]"
枋湖路_R_A19011,"[118.139437,24.516391],[118.139358,24.516381],[118.139356,24.516396],[118.139435,24.516405],[118.139437,24.516391]"
枋湖路_R_A19012,"[118.139591,24.516409],[118.139509,24.516396],[118.139506,24.516412],[118.139588,24.516424],[118.139591,24.516409]"
枋湖路_R_A19013,"[118.139879,24.516443],[118.139797,24.516434],[118.139795,24.516449],[118.139877,24.516458],[118.139879,24.516443]"
枋湖路_R_A19014,"[118.139977,24.516456],[118.139895,24.516446],[118.139893,24.516462],[118.139975,24.516472],[118.139977,24.516456]"
枋湖路_R_A19015,"[118.140457,24.516513],[118.14038,24.516504],[118.140378,24.516519],[118.140455,24.516528],[118.140457,24.516513]"
枋湖路_R_A19016,"[118.140554,24.516519],[118.140486,24.516511],[118.140483,24.516529],[118.140552,24.516537],[118.140554,24.516519]"
枋湖路_R_A19017,"[118.140736,24.516502],[118.140666,24.516493],[118.140664,24.516506],[118.140733,24.516515],[118.140736,24.516502]"
枋湖路_R_A19018,"[118.140896,24.516521],[118.140838,24.516514],[118.140836,24.516528],[118.140894,24.516535],[118.140896,24.516521]"
枋湖路_R_A19019,"[118.140957,24.516528],[118.140898,24.516521],[118.140896,24.516536],[118.140955,24.516543],[118.140957,24.516528]"
枋湖路_R_A19020,"[118.141037,24.516538],[118.140959,24.516528],[118.140956,24.516543],[118.141035,24.516553],[118.141037,24.516538]"
枋湖路_R_A19021,"[118.141484,24.516591],[118.141418,24.516583],[118.141416,24.516598],[118.141482,24.516606],[118.141484,24.516591]"
枋湖路_R_A19022,"[118.141556,24.516599],[118.141484,24.516591],[118.141482,24.516606],[118.141554,24.516614],[118.141556,24.516599]"
枋湖路_R_A19023,"[118.142227,24.516679],[118.142162,24.516672],[118.14216,24.516686],[118.142225,24.516693],[118.142227,24.516679]"
枋湖路_R_A19024,"[118.142273,24.516685],[118.142228,24.516679],[118.142225,24.516694],[118.14227,24.5167],[118.142273,24.516685]"
枋湖路_R_A19025,"[118.142986,24.51677],[118.142907,24.51676],[118.142905,24.516775],[118.142984,24.516784],[118.142986,24.51677]"
枋湖路_R_21,"[118.1391043422,24.5163461385],[118.1390297783,24.5163375889],[118.13902757,24.5163537106],[118.1391021339,24.5163622603],[118.1391043422,24.5163461385]"
枋湖路_R_22,"[118.1401343254,24.5164698753],[118.1400852329,24.5164640314],[118.140083069,24.5164792483],[118.1401321614,24.5164850922],[118.1401343254,24.5164698753]"
枋湖路_R_6,"[118.1447203361,24.5170913031],[118.144660589,24.5170780211],[118.14465661,24.5170930036],[118.1447163571,24.5171062856],[118.1447203361,24.5170913031]"
枋湖路_R_9,"[118.1465572348,24.5174605666],[118.1464981371,24.5174461248],[118.1464936816,24.5174613863],[118.1465527794,24.5174758281],[118.1465572348,24.5174605666]"
枋钟路0_L_1,"[118.126608106,24.5306830633],[118.126542822,24.5306528766],[118.126534367,24.530668179],[118.126599652,24.5306983657],[118.126608106,24.5306830633]"
枋钟路0_L_10,"[118.143594843,24.5399381421],[118.143502328,24.5399064915],[118.143497076,24.5399193765],[118.143589592,24.5399511626],[118.143594843,24.5399381421]"
枋钟路0_L_11,"[118.144750295,24.5402687571],[118.144657777,24.5402368093],[118.144652585,24.5402497481],[118.144745053,24.5402816421],[118.144750295,24.5402687571]"
枋钟路0_L_2,"[118.126659276,24.5307093872],[118.126617637,24.5306875669],[118.126608321,24.5307024442],[118.126649959,24.5307242645],[118.126659276,24.5307093872]"
枋钟路0_L_3,"[118.126700914,24.5307312074],[118.126659276,24.5307093872],[118.126649959,24.5307242645],[118.126691597,24.5307460856],[118.126700914,24.5307312074]"
枋钟路0_L_4,"[118.126783736,24.5307763695],[118.126728653,24.5307468415],[118.126719177,24.5307616351],[118.12677426,24.5307911622],[118.126783736,24.5307763695]"
